"","Faceoffs Won","Faceoffs Lost","Penalties Taken","Penalties Drawn","Hits","Hits Taken","CorsiFor","CorsiAgn","FenwickFor","FenwickAgn","TeamShotFor","TeamShotAgn","TeamGoalFor","TeamGoalAgn","OffZoneStart","NeuZoneStart","DefZoneStart","TOI","team","opponent","date","home","gamecode","Corsi%","CorsiFor60","CorsiAgn60","Corsi+/-","CorsiPace60","Fenwick%","FenwickFor60","FenwickAgn60","Fenwick+/-","FenwickPace60","TeamShotFA%","TeamShotFor60","TeamShotAgn60","TeamShot+/-","TeamGoal%","TeamGoalFor60","TeamGoalAgn60","TeamGoal+/-","Off ZS %","PDO","Faceoff %","OnGoalF%","OnGoalC%","OnIceSh%","OnIceFenSh%","OnIceSv%","Missed Shots","Missed Shots Against","Blocked Shots","Shots Blocked By Team","GameDate"
"2008200920876",23,30,6,3,21,51,67,65,52,45,36,31,3,1,18,19,16,59.9833333333333,"CHI","DAL","14296","0","2008200920876",50.76,67.02,65.02,2,132.04,53.61,52.01,45.01,7,97.03,53.73,36.01,31.01,5,75,3,1,2,52.94,105.11,43.4,69.23,53.73,8.33,5.77,96.77,16,14,15,20,2009-02-21
"2008200920891",27,23,6,7,13,7,63,43,55,28,45,24,1,2,23,12,15,59.9833333333333,"CHI","MIN","14297","1","2008200920891",59.43,63.02,43.01,20,106.03,66.27,55.02,28.01,27,83.02,65.22,45.01,24.01,21,33.33,1,2,-1,60.53,93.89,54,81.82,71.43,2.22,1.82,91.67,10,4,8,15,2009-02-22
"2008200920899",29,39,6,2,19,18,57,51,43,39,32,29,3,5,24,29,15,59.9833333333333,"CHI","NSH","14299","0","2008200920899",52.78,57.02,51.01,6,108.03,52.44,43.01,39.01,4,82.02,52.46,32.01,29.01,3,37.5,3,5,-2,61.54,92.13,42.65,74.42,56.14,9.38,6.98,82.76,11,10,14,12,2009-02-24
"2008200920920",34,27,6,9,18,18,70,43,54,30,45,28,4,5,26,24,11,61.5333333333333,"CHI","PIT","14302","1","2008200920920",61.95,68.26,41.93,27,110.18,64.29,52.65,29.25,24,81.91,61.64,43.88,27.3,17,44.44,3.9,4.88,-1,70.27,91.03,55.74,83.33,64.29,8.89,7.41,82.14,9,2,16,13,2009-02-27
"2008200920936",31,22,5,6,16,20,61,35,50,30,38,24,4,2,18,22,13,59.9666666666667,"CHI","L.A","14304","1","2008200920936",63.54,61.03,35.02,26,96.05,62.5,50.03,30.02,20,80.04,61.29,38.02,24.01,14,66.67,4,2,2,58.06,102.19,58.49,76,62.3,10.53,8,91.67,12,6,11,5,2009-03-01
"2008200920949",19,21,3,2,21,19,54,51,46,41,37,28,3,2,16,16,8,61.6666666666667,"CHI","ANA","14306","1","2008200920949",51.43,52.54,49.62,3,102.16,52.87,44.76,39.89,5,84.65,56.92,36,27.24,9,60,2.92,1.95,1,66.67,100.97,47.5,80.43,68.52,8.11,6.52,92.86,9,13,8,10,2009-03-03
"2008200920969",24,26,3,3,19,38,69,56,52,42,35,39,3,5,19,16,15,59.9833333333333,"CHI","BOS","14310","0","2008200920969",55.2,69.02,56.02,13,125.03,55.32,52.01,42.01,10,94.03,47.3,35.01,39.01,-4,37.5,3,5,-2,55.88,95.75,48,67.31,50.72,8.57,5.77,87.18,17,3,17,14,2009-03-07
"2008200920983",36,24,7,9,12,14,48,37,36,33,25,29,1,5,20,21,19,59.9333333333333,"CHI","COL","14311","1","2008200920983",56.47,48.05,37.04,11,85.09,52.17,36.04,33.04,3,69.08,46.3,25.03,29.03,-4,16.67,1,5.01,-4,51.28,86.76,60,69.44,52.08,4,2.78,82.76,11,4,12,4,2009-03-08
"2008200921001",35,26,4,6,26,23,60,42,52,37,41,31,2,2,26,20,15,64.9666666666667,"CHI","CAR","14314","1","2008200921001",58.82,55.41,38.79,18,94.2,58.43,48.02,34.17,15,82.2,56.94,37.87,28.63,10,50,1.85,1.85,0,63.41,98.43,57.38,78.85,68.33,4.88,3.85,93.55,11,6,8,5,2009-03-11
"2008200921016",35,28,3,7,20,12,51,31,34,28,30,22,3,5,26,27,10,59.9833333333333,"CHI","CBJ","14316","1","2008200921016",62.2,51.01,31.01,20,82.02,54.84,34.01,28.01,6,62.02,57.69,30.01,22.01,8,37.5,3,5,-2,72.22,87.27,55.56,88.24,58.82,10,8.82,77.27,4,6,17,3,2009-03-13
"2008200921033",38,21,7,6,17,15,73,30,54,22,42,19,2,4,25,16,18,59.9833333333333,"CHI","NYI","14318","1","2008200921033",70.87,73.02,30.01,43,103.03,71.05,54.02,22.01,32,76.02,68.85,42.01,19.01,23,33.33,2,4,-2,58.14,83.71,64.41,77.78,57.53,4.76,3.7,78.95,12,3,19,8,2009-03-15
"2008200921040",18,30,5,6,19,16,48,48,44,40,32,30,2,3,15,20,13,60,"CHI","N.J","14320","0","2008200921040",50,48,48,0,96,52.38,44,40,4,84,51.61,32,30,2,40,2,3,-1,53.57,96.25,37.5,72.73,66.67,6.25,4.55,90,12,10,4,8,2009-03-17
"2008200921052",31,28,7,8,18,28,36,55,32,39,27,28,3,4,19,21,19,62.6083333333333,"CHI","CBJ","14321","0","2008200921052",39.56,34.5,52.71,-19,87.21,45.07,30.67,37.38,-7,68.04,49.09,25.88,26.83,-1,42.86,2.88,3.83,-1,50,96.83,52.54,84.38,75,11.11,9.38,85.71,5,11,4,16,2009-03-18
"2008200921068",33,23,3,4,19,15,64,43,54,38,43,31,4,4,25,17,14,64.9333333333333,"CHI","EDM","14323","1","2008200921068",59.81,59.14,39.73,21,98.87,58.7,49.9,35.11,16,85.01,58.11,39.73,28.64,12,50,3.7,3.7,0,64.1,96.4,58.93,79.63,67.19,9.3,7.41,87.1,11,7,10,5,2009-03-20
"2008200921080",19,24,3,8,19,25,53,37,41,25,32,15,4,1,17,12,14,59.9666666666667,"CHI","L.A","14325","1","2008200921080",58.89,53.03,37.02,16,90.05,62.12,41.02,25.01,16,66.04,68.09,32.02,15.01,17,80,4,1,3,54.84,105.83,44.19,78.05,60.38,12.5,9.76,93.33,9,10,12,12,2009-03-22
"2008200921100",18,31,2,2,24,29,46,46,37,35,32,28,5,5,11,20,18,64.9833333333333,"CHI","S.J","14328","1","2008200921100",50,42.47,42.47,0,84.94,51.39,34.16,32.32,2,66.48,53.33,29.55,25.85,4,50,4.62,4.62,0,37.93,97.77,36.73,86.49,69.57,15.62,13.51,82.14,5,7,9,11,2009-03-25
"2008200921113",28,21,3,6,26,26,61,42,52,36,42,30,3,2,21,11,17,63.55,"CHI","N.J","14330","1","2008200921113",59.22,57.59,39.65,19,97.25,59.09,49.1,33.99,16,83.08,58.33,39.65,28.32,12,60,2.83,1.89,1,55.26,100.48,57.14,80.77,68.85,7.14,5.77,93.33,10,6,9,6,2009-03-27
"2008200921131",24,17,14,8,24,12,45,35,36,27,26,23,0,4,14,15,12,59.9833333333333,"CHI","VAN","14332","1","2008200921131",56.25,45.01,35.01,10,80.02,57.14,36.01,27.01,9,63.02,53.06,26.01,23.01,3,0,0,4,-4,53.85,82.61,58.54,72.22,57.78,0,0,82.61,10,4,9,8,2009-03-29
