"","Faceoffs Won","Faceoffs Lost","Penalties Taken","Penalties Drawn","Hits","Hits Taken","CorsiFor","CorsiAgn","FenwickFor","FenwickAgn","TeamShotFor","TeamShotAgn","TeamGoalFor","TeamGoalAgn","OffZoneStart","NeuZoneStart","DefZoneStart","TOI","team","opponent","date","home","gamecode","Corsi%","CorsiFor60","CorsiAgn60","Corsi+/-","CorsiPace60","Fenwick%","FenwickFor60","FenwickAgn60","Fenwick+/-","FenwickPace60","TeamShotFA%","TeamShotFor60","TeamShotAgn60","TeamShot+/-","TeamGoal%","TeamGoalFor60","TeamGoalAgn60","TeamGoal+/-","Off ZS %","PDO","Faceoff %","OnGoalF%","OnGoalC%","OnIceSh%","OnIceFenSh%","OnIceSv%","Missed Shots","Missed Shots Against","Blocked Shots","Shots Blocked By Team","GameDate"
"2008200920550",20,27,2,3,15,14,52,54,35,46,29,29,1,3,15,18,14,59.9666666666667,"COL","PHX","14244","0","2008200920550",49.06,52.03,54.03,-2,106.06,43.21,35.02,46.03,-11,81.05,50,29.02,29.02,0,25,1,3,-2,51.72,93.1,42.55,82.86,55.77,3.45,2.86,89.66,6,17,17,8,2008-12-31
"2008200920562",30,28,7,8,22,16,50,45,36,34,24,29,1,5,17,21,20,59.9833333333333,"COL","CBJ","14246","1","2008200920562",52.63,50.01,45.01,5,95.03,51.43,36.01,34.01,2,70.02,45.28,24.01,29.01,-5,16.67,1,5,-4,45.95,86.93,51.72,66.67,48,4.17,2.78,82.76,12,5,14,11,2009-01-02
"2008200920580",25,33,8,4,25,11,75,66,48,50,33,37,0,2,24,14,20,59.9166666666667,"COL","MIN","14248","1","2008200920580",53.19,75.1,66.09,9,141.2,48.98,48.07,50.07,-2,98.14,47.14,33.05,37.05,-4,0,0,2,-2,54.55,94.59,43.1,68.75,44,0,0,94.59,15,13,27,16,2009-01-04
"2008200920592",19,27,3,2,13,22,38,70,27,47,21,23,2,1,11,14,21,59.9666666666667,"COL","NSH","14250","0","2008200920592",35.19,38.02,70.04,-32,108.06,36.49,27.02,47.03,-20,74.04,47.73,21.01,23.01,-2,66.67,2,1,1,34.38,105.18,41.3,77.78,55.26,9.52,7.41,95.65,6,24,11,23,2009-01-06
"2008200920605",24,27,1,3,22,25,57,65,43,55,32,44,2,1,13,21,17,59.975,"COL","CHI","14252","1","2008200920605",46.72,57.02,65.03,-8,122.05,43.88,43.02,55.02,-12,98.04,42.11,32.01,44.02,-12,66.67,2,1,1,43.33,103.98,47.06,74.42,56.14,6.25,4.65,97.73,11,11,14,10,2009-01-08
"2008200920615",35,22,1,1,21,19,54,49,39,36,32,24,5,3,13,25,19,59.9333333333333,"COL","PIT","14254","1","2008200920615",52.43,54.06,49.05,5,103.11,52,39.04,36.04,3,75.08,57.14,32.04,24.03,8,62.5,5.01,3,2,40.62,103.12,61.4,82.05,59.26,15.62,12.82,87.5,7,12,15,13,2009-01-10
"2008200920635",17,32,5,5,19,19,36,53,32,38,26,27,3,4,14,20,15,59.9583333333333,"COL","CBJ","14257","0","2008200920635",40.45,36.03,53.04,-17,89.06,45.71,32.02,38.03,-6,70.05,49.06,26.02,27.02,-1,42.86,3,4,-1,48.28,96.72,34.69,81.25,72.22,11.54,9.38,85.19,6,11,4,15,2009-01-13
"2008200920651",27,29,4,6,19,22,43,49,30,38,26,26,2,5,19,27,10,59.9666666666667,"COL","STL","14259","0","2008200920651",46.74,43.02,49.03,-6,92.05,44.12,30.02,38.02,-8,68.04,50,26.01,26.01,0,28.57,2,5,-3,65.52,88.46,48.21,86.67,60.47,7.69,6.67,80.77,4,12,13,11,2009-01-15
"2008200920661",30,26,5,3,25,16,74,66,59,48,39,37,2,3,19,19,18,60,"COL","EDM","14260","1","2008200920661",52.86,74,66,8,140,55.14,59,48,11,107,51.32,39,37,2,40,2,3,-1,51.35,97.02,53.57,66.1,52.7,5.13,3.39,91.89,20,11,15,18,2009-01-16
"2008200920674",31,38,5,6,8,19,61,74,53,55,39,41,6,2,21,25,23,59.9666666666667,"COL","CGY","14262","1","2008200920674",45.19,61.03,74.04,-13,135.08,49.07,53.03,55.03,-2,108.06,48.75,39.02,41.02,-2,75,6,2,4,47.73,110.51,44.93,73.58,63.93,15.38,11.32,95.12,14,14,8,19,2009-01-18
